9.100000000000000000e+01,1.259400000000000000e+05,1.843000000000000000e+03,1.355199492536485195e-04,1.919054000000000038e-01,-1.800000000000000000e+01,-1.716000000000000014e+01,2.324719667434692383e+00
9.200000000000000000e+01,1.282890000000000000e+05,2.349000000000000000e+03,1.433824800187721848e-04,1.902467000000000186e-01,-1.200000000000000000e+01,-1.698000000000000043e+01,2.353612422943115234e+00
9.300000000000000000e+01,1.300450000000000000e+05,1.756000000000000000e+03,4.582822657539509237e-05,1.881326000000000109e-01,-1.700000000000000000e+01,-1.689999999999999858e+01,2.369927644729614258e+00
9.400000000000000000e+01,1.319490000000000000e+05,1.904000000000000000e+03,3.847192565444856882e-04,1.865522000000000014e-01,-1.800000000000000000e+01,-1.685999999999999943e+01,2.343647003173828125e+00
9.500000000000000000e+01,1.341370000000000000e+05,2.188000000000000000e+03,2.290329866809770465e-04,1.848386000000000196e-01,-1.400000000000000000e+01,-1.673999999999999844e+01,2.361977577209472656e+00
9.600000000000000000e+01,1.363410000000000000e+05,2.204000000000000000e+03,5.806219996884465218e-05,1.828694000000000153e-01,-1.300000000000000000e+01,-1.657999999999999829e+01,2.377237796783447266e+00
9.700000000000000000e+01,1.385380000000000000e+05,2.197000000000000000e+03,8.293557766592130065e-05,1.808857999999999855e-01,-1.400000000000000000e+01,-1.648000000000000043e+01,2.338150262832641602e+00
9.800000000000000000e+01,1.405730000000000000e+05,2.035000000000000000e+03,3.830393325188197196e-05,1.789084999999999981e-01,-1.800000000000000000e+01,-1.642000000000000171e+01,2.377017736434936523e+00
9.900000000000000000e+01,1.426590000000000000e+05,2.086000000000000000e+03,4.050084316986612976e-05,1.770770000000000122e-01,-1.600000000000000000e+01,-1.633999999999999986e+01,2.377866983413696289e+00
1.000000000000000000e+02,1.448990000000000000e+05,2.240000000000000000e+03,4.224300573696382344e-05,1.751996000000000109e-01,-1.600000000000000000e+01,-1.623999999999999844e+01,2.346796035766601562e+00
