episode,frame,step,loss,e,reward,rwd50avg,avgmaxQ
419,433009,1328,3.05E-05,0.6488579,-17,-18.8,0.802558601
420,434262,1253,2.15E-05,0.6476627,-19,-18.8,0.800587595
421,435779,1517,0.000274636,0.646535,-19,-18.76,0.876092196
422,437506,1727,3.50E-05,0.6451697,-17,-18.76,0.87916249
423,438919,1413,2.65E-05,0.6436154,-19,-18.8,0.858205259
424,439902,983,9.41E-06,0.6423437,-19,-18.76,0.78468293
425,441624,1722,6.62E-05,0.641459,-17,-18.8,0.923329353
426,442975,1351,4.02E-06,0.6399092,-17,-18.72,0.858650148
427,444471,1496,1.43E-05,0.6386933,-19,-18.72,0.903690577
428,445872,1401,3.94E-05,0.6373469,-21,-18.78,0.895117581
429,447173,1301,1.01E-05,0.636086,-18,-18.78,0.877842426
430,448684,1511,9.72E-06,0.6349151,-18,-18.76,0.889040828
431,450117,1433,3.48E-05,0.6335552,-18,-18.72,0.911181867
432,451579,1462,2.53E-05,0.6322655,-19,-18.7,0.943411708
433,453472,1893,2.08E-05,0.6309497,-16,-18.68,0.957472205
434,454526,1054,5.94E-05,0.629246,-21,-18.68,0.784848332
435,455667,1141,9.26E-05,0.6282974,-21,-18.74,0.829301298
436,456896,1229,0.000133111,0.6272705,-19,-18.72,0.841710687
437,458121,1225,9.17E-05,0.6261644,-19,-18.68,0.922476113
438,460037,1916,0.00010781,0.6250619,-14,-18.6,0.996350229
439,461931,1894,3.46E-05,0.6233375,-13,-18.46,1.002329707
440,463532,1601,1.64E-05,0.6216329,-18,-18.42,0.984811604
441,464714,1182,0.000275799,0.620192,-20,-18.42,0.922772467
442,466205,1491,0.001068322,0.6191282,-17,-18.34,0.970954061
443,467729,1524,1.81E-05,0.6177863,-18,-18.32,0.983859062
444,469199,1470,2.18E-05,0.6164147,-18,-18.28,1.002669811
445,470637,1438,7.49E-06,0.6150917,-17,-18.26,1.035301805
446,471814,1177,1.18E-05,0.6137975,-20,-18.26,1.011214495
447,473286,1472,6.27E-05,0.6127382,-16,-18.28,1.014792442
448,475037,1751,1.44E-05,0.6114134,-16,-18.26,1.074597955
449,476393,1356,8.88E-06,0.6098375,-20,-18.26,1.034014463
450,477854,1461,3.40E-05,0.6086171,-17,-18.22,1.026560426
451,479507,1653,2.52E-05,0.6073022,-17,-18.16,1.061890602
452,480704,1197,2.31E-05,0.6058145,-21,-18.22,1.040088415
453,482069,1365,7.12E-05,0.6047372,-16,-18.2,1.084591627
454,483312,1243,1.01E-05,0.6035087,-20,-18.22,1.060601473
455,484610,1298,7.11E-05,0.60239,-20,-18.24,1.072802186
456,486115,1505,1.67E-05,0.6012218,-18,-18.24,1.066998839
457,488558,1855,2.87E-05,0.6006926,-15,-18.2,1.087212205
458,489949,1391,2.84E-05,0.5990231,-18,-18.16,1.017562747
459,491405,1456,5.59E-06,0.5977712,-18,-18.18,1.059818625
460,492761,1356,1.80E-05,0.5964608,-19,-18.18,1.025315166
461,494529,1768,5.79E-05,0.5952404,-16,-18.14,1.075084448
462,496093,1564,5.39E-06,0.5936492,-19,-18.18,1.045475721
463,497456,1363,7.84E-06,0.5922416,-19,-18.16,1.08861208
464,498845,1389,0.000226282,0.5910149,-20,-18.18,1.093779445
465,500110,1265,1.83E-05,0.5897648,-20,-18.18,1.094318509
466,501682,1572,2.49E-05,0.5886263,-20,-18.2,1.125962377
467,503369,1687,0.000343157,0.5872115,-16,-18.14,1.0798558
468,504607,1238,1.83E-05,0.5856932,-20,-18.18,1.0962044
469,506136,1529,2.87E-05,0.584579,-18,-18.2,1.079494953
470,507403,1267,0.000110922,0.5832029,-19,-18.2,1.085477352
471,508823,1420,2.82E-05,0.5820626,-18,-18.18,1.134516358
472,510395,1572,3.05E-05,0.5807846,-16,-18.16,1.119766831
473,511648,1253,2.08E-05,0.5793698,-19,-18.16,1.133646607
474,513158,1510,8.81E-06,0.5782421,-17,-18.12,1.117615223
475,514643,1485,5.74E-05,0.5768831,-18,-18.14,1.173180223
476,516192,1549,7.93E-05,0.5755466,-18,-18.16,1.158383727
477,517876,1684,7.61E-06,0.5741525,-15,-18.08,1.15429461
478,519175,1299,3.10E-05,0.5726369,-18,-18.02,1.14655292
479,520273,1098,1.53E-05,0.5714678,-19,-18.04,1.084421515
480,521313,1040,3.33E-05,0.5704796,-20,-18.08,1.106196284
481,522837,1524,0.000108834,0.5695436,-18,-18.08,1.126394629
482,524733,1896,1.60E-05,0.568172,-14,-17.98,1.196086884
483,526002,1269,1.57E-05,0.5664656,-19,-18.04,1.117017388
484,527425,1423,8.83E-06,0.5653235,-19,-18,1.172665119
485,528895,1470,3.12E-05,0.5640428,-18,-17.94,1.213602424
486,530329,1434,1.14E-05,0.5627198,-20,-17.96,1.217099071
487,531455,1126,4.63E-05,0.5614292,-19,-17.96,1.171126604
488,533176,1721,6.82E-06,0.5604158,-18,-18.04,1.208473682
489,534354,1178,7.71E-06,0.5588669,-20,-18.18,1.186929703
490,535708,1354,4.07E-05,0.5578067,-19,-18.2,1.195427537
491,536919,1211,3.33E-05,0.5565881,-18,-18.16,1.214057326
492,538383,1464,2.26E-05,0.5554982,-19,-18.2,1.302014589
493,539693,1310,3.82E-06,0.5541806,-19,-18.22,1.261441231
494,540844,1151,2.43E-05,0.5530016,-20,-18.26,1.215574026
495,542480,1636,2.21E-05,0.5519657,-17,-18.26,1.2780509
496,544103,1623,2.06E-05,0.5504933,-16,-18.18,1.270699024
497,545424,1321,2.01E-05,0.5490326,-20,-18.26,1.200125456
498,547018,1594,2.37E-05,0.5478437,-19,-18.32,1.325399995
499,548638,1620,7.23E-05,0.5464091,-16,-18.24,1.320671797
500,549930,1292,7.14E-06,0.5449511,-20,-18.3,1.297637939
501,551126,1196,2.02E-05,0.5437883,-20,-18.36,1.330387592
502,552430,1304,2.93E-05,0.5427119,-19,-18.32,1.294313073
503,553739,1309,0.000128212,0.5415383,-20,-18.4,1.330722451
504,556025,1760,5.36E-05,0.5410649,-16,-18.32,1.374994755
505,557200,1175,3.15E-05,0.5394809,-21,-18.34,1.319803596
506,558734,1534,2.44E-05,0.5384234,-20,-18.38,1.345954895
507,560172,1438,1.13E-05,0.5370428,-19,-18.46,1.356331944
508,561746,1574,1.15E-05,0.5357486,-18,-18.46,1.394565582
509,563028,1282,5.84E-05,0.534332,-18,-18.46,1.349315286
510,564530,1502,1.17E-05,0.5331782,-18,-18.44,1.394112825
511,565865,1335,1.37E-05,0.5318264,-20,-18.52,1.415499091
512,567770,1905,0.000287439,0.5306249,-16,-18.46,1.424666762
513,568980,1210,3.20E-05,0.5289104,-20,-18.48,1.395039558
514,570221,1241,5.51E-05,0.5278214,-21,-18.5,1.369127154
515,571560,1339,1.46E-05,0.5267045,-20,-18.5,1.398875475
516,573078,1518,4.71E-05,0.5254994,-17,-18.44,1.405192018
517,574545,1467,3.21E-05,0.5241332,-17,-18.46,1.444746137
518,575676,1131,0.000180849,0.5228129,-19,-18.44,1.440648794
519,577083,1407,4.18E-05,0.521795,-18,-18.44,1.477567554
520,579073,1990,1.53E-05,0.5205287,-15,-18.36,1.522689342
521,580453,1380,7.02E-05,0.5187377,-17,-18.34,1.447950363
522,581960,1507,6.29E-06,0.5174957,-18,-18.38,1.493059397
523,583156,1196,6.12E-06,0.5161394,-21,-18.42,1.460500002
524,584814,1658,9.79E-05,0.515063,-18,-18.44,1.510549545
525,586693,1879,4.24E-05,0.5135708,-16,-18.4,1.521533489
526,588260,1567,3.43E-05,0.5118797,-17,-18.38,1.513719916
527,590052,1792,5.84E-05,0.5104694,-16,-18.4,1.550293088
528,591262,1210,6.00E-05,0.5088566,-20,-18.44,1.466284633
529,592880,1618,8.19E-05,0.5077676,-16,-18.38,1.504084945
530,594697,1817,2.26E-05,0.5063114,-15,-18.28,1.566003442
531,596180,1483,1.64E-05,0.5046761,-18,-18.28,1.531359911
532,597781,1601,6.72E-06,0.5033414,-16,-18.32,1.574870825
533,599429,1648,6.35E-05,0.5019005,-17,-18.28,1.557119727
534,601520,2091,1.25E-05,0.5004173,-15,-18.2,1.625590563
535,603178,1658,0.000124205,0.4985354,-18,-18.2,1.555964947
536,604834,1656,2.43E-05,0.4970432,-19,-18.18,1.573149323
537,605980,1146,1.20E-05,0.4955528,-20,-18.2,1.563506246
538,607477,1497,2.55E-05,0.4945214,-20,-18.24,1.52562499
539,609015,1538,1.81E-05,0.4931741,-19,-18.22,1.569131851
540,610572,1557,5.16E-05,0.4917899,-21,-18.26,1.522128224
541,611804,1232,6.79E-06,0.4903886,-19,-18.28,1.5237782
542,613406,1602,6.46E-06,0.4892798,-17,-18.24,1.581410408
543,614862,1456,2.69E-05,0.487838,-17,-18.2,1.553516746
544,616342,1480,8.91E-06,0.4865276,-19,-18.18,1.531663775
545,617834,1492,2.38E-05,0.4851956,-16,-18.16,1.569742203
546,619306,1472,5.94E-06,0.4838528,-18,-18.2,1.569595337
547,620678,1372,4.95E-05,0.482528,-19,-18.18,1.56454134
548,622185,1507,7.57E-05,0.4812932,-19,-18.18,1.572008371
549,623285,1100,4.08E-05,0.4799369,-20,-18.26,1.506586194
550,624668,1383,0.000130205,0.4789469,-19,-18.24,1.548372626
551,626469,1801,1.63E-05,0.4777022,-19,-18.22,1.528771758
552,627716,1247,1.13E-05,0.4760813,-21,-18.26,1.481036663
553,629040,1324,1.01E-05,0.474959,-18,-18.22,1.484186769
554,630886,1846,7.63E-05,0.4737674,-18,-18.26,1.564530015
555,632565,1679,3.10E-05,0.472106,-19,-18.22,1.535968542
556,633867,1302,1.61E-05,0.4705949,-20,-18.22,1.495604992
557,635636,1769,1.62E-05,0.4694231,-16,-18.16,1.585283875
558,637484,1848,2.48E-05,0.467831,-15,-18.1,1.58993566
559,639033,1549,3.23E-05,0.4661678,-17,-18.08,1.536197424
560,640672,1639,0.000109509,0.4647737,-20,-18.12,1.56183362
561,642677,2005,2.67E-05,0.4632986,-14,-18,1.558231831
562,644066,1389,2.24E-05,0.4614941,-17,-18.02,1.568216801
563,645557,1491,1.32E-05,0.460244,-17,-17.96,1.59292686
564,647240,1683,3.42E-05,0.4589021,-18,-17.9,1.569188714
565,649092,1852,7.13E-05,0.4573874,-17,-17.84,1.596422911
566,650895,1803,0.000205974,0.4557206,-16,-17.82,1.626951694
567,652359,1464,2.26E-05,0.4540979,-19,-17.86,1.565343261
568,654390,2031,1.48E-05,0.4527803,-17,-17.82,1.628870606
569,656158,1768,1.27E-05,0.4509524,-13,-17.72,1.686180234
570,657665,1507,1.41E-05,0.4493612,-17,-17.76,1.672534347
571,659359,1694,0.000214964,0.4480049,-20,-17.82,1.641479373
572,661118,1759,2.22E-05,0.4464803,-17,-17.8,1.677597165
573,662540,1422,6.23E-05,0.4448972,-17,-17.72,1.664748549
574,664205,1665,2.63E-05,0.4436174,-18,-17.72,1.658452868
575,665612,1407,0.000263514,0.4421189,-19,-17.78,1.684892058
576,667637,2025,2.78E-05,0.4408526,-14,-17.72,1.717603683
577,669064,1427,0.000318417,0.4390301,-19,-17.78,1.59743917
578,670629,1565,2.65E-05,0.4377458,-19,-17.76,1.664643168
579,672577,1948,9.78E-06,0.4363373,-16,-17.76,1.6752882
580,674771,2194,2.84E-05,0.4345841,-12,-17.7,1.685412645
581,676249,1478,4.11E-05,0.4326095,-20,-17.74,1.619874358
582,678213,1964,0.00012243,0.4312793,-19,-17.8,1.676461339
583,680018,1805,6.20E-05,0.4295117,-19,-17.84,1.703436613
584,681545,1527,0.000104344,0.4278872,-19,-17.92,1.640254855
585,683451,1906,2.98E-05,0.4265129,-16,-17.88,1.683518171
586,685112,1661,0.000178727,0.4247975,-16,-17.82,1.707673907
587,686889,1777,0.000720777,0.4233026,-17,-17.76,1.735193253
588,689064,2175,5.68E-05,0.4217033,-16,-17.68,1.753124952
589,690591,1527,5.41E-05,0.4197458,-20,-17.7,1.672731638
590,692227,1636,2.40E-05,0.4183715,-20,-17.68,1.696262479
591,694941,2121,5.46E-06,0.4178378,-15,-17.6,1.768139362
592,696674,1733,2.99E-05,0.4159289,-17,-17.6,1.755905628
593,698623,1949,0.000194719,0.4143692,-15,-17.56,1.736933112
594,700210,1587,3.89E-05,0.4126151,-17,-17.52,1.7475878
595,702202,1992,7.46E-05,0.4111868,-18,-17.56,1.748936176
596,704267,2065,6.37E-06,0.409394,-15,-17.5,1.800379038
597,705920,1653,3.26E-05,0.4075355,-17,-17.46,1.74086833
598,707739,1819,0.000236719,0.4060478,-18,-17.44,1.758770227
599,709623,1884,9.68E-05,0.4044107,-17,-17.38,1.755394936
600,711951,2328,4.35E-05,0.4027151,-18,-17.36,1.728225589
601,714041,2090,6.35E-05,0.4006199,-15,-17.28,1.75672555
602,715641,1600,5.62E-05,0.3987389,-18,-17.22,1.765966773
603,717812,2171,4.80E-05,0.3972989,-18,-17.22,1.734236002
604,719211,1399,3.02E-05,0.395345,-20,-17.26,1.749247193
605,720924,1713,1.68E-05,0.3940859,-19,-17.26,1.708488822
606,722467,1543,5.29E-05,0.3925442,-17,-17.2,1.759636879
607,724239,1772,0.000121427,0.3911555,-20,-17.28,1.76741147
608,726163,1924,0.000505162,0.3895607,-17,-17.32,1.830346107
609,728354,2191,3.12E-05,0.3878291,-16,-17.3,1.839102983
610,730461,2107,3.03E-05,0.3858572,-13,-17.16,1.854432464
611,732468,2007,6.30E-05,0.3839609,-17,-17.22,1.839768887
612,734185,1717,1.50E-05,0.3821546,-20,-17.28,1.857302666
613,736341,2156,3.08E-05,0.3806093,-17,-17.28,1.866333723
614,738387,2046,1.01E-05,0.3786689,-14,-17.2,1.915083885
615,740387,2000,1.38E-05,0.3768275,-15,-17.16,1.896962523
616,742709,2322,8.31E-05,0.3750275,-14,-17.12,1.892464757
617,744156,1447,5.32E-05,0.3729377,-19,-17.12,1.944562554
618,746260,1968,0.000503368,0.3728153,-16,-17.1,1.904384375
619,748015,1755,6.05E-05,0.3710441,-17,-17.18,1.929531455
620,749986,1971,0.000707137,0.3694646,-15,-17.14,1.89887464
621,751959,1973,0.000413055,0.3676907,-18,-17.1,1.860367656
622,754041,2082,5.90E-05,0.365915,-15,-17.06,1.892237902
623,755958,1917,4.68E-05,0.3640412,-15,-17.02,1.913741827
624,757434,1476,0.000204442,0.3623159,-18,-17.02,1.970709085
625,759439,2005,0.000101969,0.3609875,-15,-16.94,1.988363385
626,761510,2071,6.88E-05,0.359183,-15,-16.96,1.946614623
627,763923,2413,6.82E-05,0.3573191,-13,-16.84,1.963125348
628,765681,1758,7.98E-05,0.3551474,-18,-16.82,1.911594152
629,767535,1854,3.52E-05,0.3535652,-15,-16.8,1.944260001
630,769286,1751,3.94E-05,0.3518966,-18,-16.92,1.908365726
631,771426,2140,8.82E-05,0.3503207,-13,-16.78,1.933882117
632,773110,1684,0.005643754,0.3483947,-17,-16.74,1.898151875
633,774974,1864,3.28E-05,0.3468791,-17,-16.7,1.917359352
634,776816,1842,0.000162207,0.3452015,-18,-16.68,1.975355864
635,778733,1917,8.83E-05,0.3435437,-16,-16.68,1.963194132
636,781006,2273,1.03E-05,0.3418184,-15,-16.66,1.982433438
637,782840,1834,0.000157545,0.3397727,-14,-16.6,2.020198345
638,784984,2144,8.30E-05,0.3381221,-16,-16.6,1.962759852
639,786976,1992,4.27E-05,0.3361925,-18,-16.56,2.020440578
640,788999,2023,1.67E-05,0.3343997,-16,-16.48,2.007667303
641,790866,1867,1.91E-05,0.332579,-14,-16.46,2.03693223
642,792280,1414,0.000107167,0.3308987,-20,-16.52,2.023097992
643,794084,1804,4.88E-05,0.3296261,-18,-16.58,1.957008004
644,795826,1742,2.59E-05,0.3280025,-19,-16.62,2.00001955
645,797950,2124,0.000203862,0.3264347,-14,-16.54,2.041596889
646,800608,2658,0.00010167,0.3245231,-15,-16.54,2.007692099
647,802236,1628,2.93E-05,0.3221309,-19,-16.58,2.036133766
648,804513,2277,3.31E-05,0.3206657,-13,-16.48,2.069185734
649,806218,1705,0.000104816,0.3186164,-17,-16.48,2.089887142
650,807929,1711,0.000102932,0.3170819,-18,-16.48,2.068040371
651,809996,2067,0.000172616,0.315542,-16,-16.5,2.0742805
652,811947,1951,7.33E-05,0.3136817,-16,-16.46,2.061667919
653,813948,2001,0.000161836,0.3119258,-17,-16.44,2.066375494
654,815668,1720,3.77E-05,0.3101249,-19,-16.42,2.052124023
655,817498,1830,8.30E-05,0.3085769,-17,-16.38,2.038915157
656,819494,1996,1.04E-05,0.3069299,-16,-16.36,2.02108264
657,821178,1684,2.14E-05,0.3051335,-18,-16.32,2.04407835
658,823173,1995,4.72E-05,0.3036179,-19,-16.36,2.048683882
659,825089,1916,0.000868428,0.3018224,-18,-16.4,2.025901556
660,827793,2704,3.02E-05,0.300098,-16,-16.46,2.092693567
661,829883,2090,4.96E-05,0.2976644,-18,-16.48,2.106562614
662,831674,1791,0.000177127,0.2957834,-18,-16.44,2.121642113
663,833440,1766,1.93E-05,0.2941715,-16,-16.42,2.117938519
664,835366,1926,7.32E-05,0.2925821,-18,-16.5,2.102355957
665,837233,1867,6.09E-05,0.2908487,-13,-16.46,2.154467821
666,838917,1684,2.32E-05,0.2891684,-15,-16.48,2.18874073
667,840756,1839,2.38E-05,0.2876528,-17,-16.44,2.153286934
668,842288,1532,1.99E-05,0.2859977,-18,-16.48,2.140994787
669,844662,2374,3.66E-05,0.2846189,-17,-16.48,2.119045973
670,846637,1975,7.05E-05,0.2824823,-17,-16.52,2.130798101
671,848583,1946,0.000211437,0.2807048,-14,-16.44,2.167724609
672,850301,1718,2.47E-05,0.2789534,-19,-16.52,2.107845306
673,852123,1822,1.12E-05,0.2774072,-18,-16.58,2.130664349
674,853984,1861,9.43E-06,0.2757674,-18,-16.58,2.115032911
675,855831,1847,3.81E-05,0.2740925,-16,-16.6,2.161106348
676,857570,1739,1.82E-05,0.2724302,-16,-16.62,2.187019348
677,859586,2016,7.47E-05,0.2708651,-15,-16.66,2.175051689
678,861214,1628,0.000188653,0.2690507,-18,-16.66,2.146477222
679,862949,1735,0.002713164,0.2675855,-20,-16.76,2.127494097
680,865179,2230,2.68E-05,0.266024,-12,-16.64,2.199541092
681,867377,2198,2.90E-05,0.264017,-15,-16.68,2.160450459
682,869463,2086,0.000112881,0.2620388,-15,-16.64,2.199869156
683,871206,1743,6.81E-06,0.2601614,-18,-16.66,2.21387887
684,873536,2330,4.40E-05,0.2585927,-16,-16.62,2.198003292
685,875812,1855,0.000213523,0.2582138,-17,-16.64,2.250026941
686,878165,2353,0.000115588,0.2565443,-16,-16.66,2.217813492
687,880657,2492,4.21E-05,0.2544266,-14,-16.66,2.275337219
688,882771,2114,1.40E-05,0.2521838,-16,-16.66,2.248888493
689,885123,2352,0.000128672,0.2502812,-16,-16.62,2.189908266
690,887161,2038,2.35E-05,0.2481644,-16,-16.62,2.218088627
691,889395,2234,1.86E-05,0.2463302,-15,-16.64,2.20213747
692,891673,2278,0.000472488,0.2443196,-16,-16.56,2.192335606
693,893832,2159,1.10E-05,0.2422694,-18,-16.56,2.203372478
694,895710,1878,2.47E-05,0.2403263,-15,-16.48,2.288260937
695,897759,2049,0.000164342,0.2386361,-16,-16.52,2.249997854
696,899475,1716,0.000159885,0.236792,-21,-16.64,2.226073265
697,901466,1991,3.66E-05,0.2352476,-17,-16.6,2.261405945
698,903224,1758,0.000169337,0.2334557,-17,-16.68,2.225686312
699,905257,2033,2.62E-05,0.2318735,-16,-16.66,2.262097597
700,907598,2341,4.06E-05,0.2300438,-12,-16.54,2.262362242
701,909445,1847,9.64E-05,0.2279369,-16,-16.54,2.250344276
702,911553,2108,2.39E-05,0.2262746,-13,-16.48,2.285107136
703,913386,1833,3.27E-05,0.2243774,-15,-16.44,2.219878197
704,915282,1896,0.000287254,0.2227277,-15,-16.36,2.298541307
705,917320,2038,0.000176057,0.2210213,-18,-16.38,2.230417013
706,919063,1743,0.000103858,0.2191871,-15,-16.36,2.254453897
707,920570,1507,2.85E-05,0.2176184,-20,-16.4,2.247042656
708,922898,2328,0.00120378,0.2162621,-14,-16.3,2.266999245
709,925182,2284,0.000128595,0.2141669,-17,-16.28,2.242317915
710,927165,1983,5.30E-05,0.2121113,-15,-16.26,2.279888868
711,929195,2030,3.70E-05,0.2103266,-16,-16.22,2.25800705
712,931446,2251,4.17E-05,0.2084996,-11,-16.08,2.333754778
713,933325,1879,2.96E-05,0.2064737,-16,-16.08,2.314276934
714,935389,2064,1.67E-05,0.2047826,-18,-16.08,2.296345472
715,937384,1995,2.29E-05,0.202925,-16,-16.14,2.30635643
716,939369,1985,0.000155838,0.2011295,-15,-16.14,2.358731031
717,941739,2370,2.07E-05,0.199343,-17,-16.14,2.26374197
718,943732,1993,3.33E-05,0.19721,-18,-16.14,2.324843884
719,945543,1811,3.34E-05,0.1954163,-17,-16.14,2.312930346
720,947633,2090,0.000107165,0.1937864,-15,-16.1,2.340151072
721,949476,1843,0.00013552,0.1919054,-18,-16.18,2.324719667
722,951825,2349,0.000143382,0.1902467,-12,-16.04,2.353612423
723,953581,1756,4.58E-05,0.1881326,-17,-16.02,2.369927645
724,955485,1904,0.000384719,0.1865522,-18,-16.02,2.343647003
725,957673,2188,0.000229033,0.1848386,-14,-15.98,2.361977577
726,959877,2204,5.81E-05,0.1828694,-13,-15.92,2.377237797
727,962074,2197,8.29E-05,0.1808858,-14,-15.9,2.338150263
728,964109,2035,3.83E-05,0.1789085,-18,-15.9,2.377017736
729,966195,2086,4.05E-05,0.177077,-16,-15.82,2.377866983
730,968435,2240,4.22E-05,0.1751996,-16,-15.9,2.346796036
731,970381,1946,3.60E-05,0.1731836,-16,-15.92,2.372293711
732,972810,2429,3.54E-05,0.1714322,-15,-15.92,2.349555969
733,975226,2416,0.000108732,0.1692461,-14,-15.84,2.362530231
734,977471,2245,2.68E-05,0.1670717,-17,-15.86,2.376242876
735,979415,1944,1.57E-05,0.1650512,-12,-15.76,2.420249462
736,981324,1909,0.00010901,0.1633016,-18,-15.8,2.337865353
737,983366,2042,1.05E-05,0.1615835,-16,-15.84,2.377277851
738,985675,2309,1.91E-05,0.1597457,-13,-15.78,2.268733263
739,987924,2249,3.90E-05,0.1576676,-16,-15.78,2.268875837
740,989441,1517,8.17E-05,0.1556435,-20,-15.86,2.254167557
741,991530,2089,0.000126394,0.1542782,-15,-15.86,2.283045053
742,993729,2199,7.95E-05,0.1523981,-15,-15.84,2.278459549
743,996070,2341,3.93E-05,0.150419,-16,-15.8,2.234349966
744,998119,2049,3.22E-05,0.1483121,-16,-15.82,2.237921715
745,1000981,2862,7.45E-05,0.146468,-10,-15.7,2.269536257
746,1003128,2147,0.002465121,0.1438922,-15,-15.58,2.268181562
747,1005327,2199,3.95E-05,0.1419599,-17,-15.58,2.240824461
748,1007620,2293,6.05E-05,0.1399808,-13,-15.5,2.238881111
749,1009950,2330,3.15E-05,0.1379171,-15,-15.48,2.240055084
750,1011575,1625,6.38E-05,0.1358201,-20,-15.64,2.20223856
751,1014028,1785,0.000723562,0.1352189,-17,-15.66,2.230598688
752,1015839,1811,2.86E-05,0.1336124,-15,-15.7,2.23301959
753,1018071,2232,0.000180571,0.1319825,-14,-15.68,2.234245062
754,1020568,2497,2.36E-05,0.1299737,-15,-15.68,2.190882206
755,1022528,1960,0.000116613,0.1277264,-19,-15.7,2.203336716
756,1024276,1748,0.00012494,0.1259624,-19,-15.78,2.221037149
757,1026327,2051,2.71E-05,0.1243892,-16,-15.7,2.235574007
758,1028139,1812,5.56E-05,0.1225433,-17,-15.76,2.245718718
759,1030047,1908,0.000415511,0.1209125,-17,-15.76,2.248284578
760,1032180,2133,0.000112101,0.1191953,-17,-15.8,2.204986095
761,1034504,2324,1.84E-05,0.1172756,-15,-15.78,2.229408264
762,1036109,1605,0.000171386,0.115184,-20,-15.96,2.186998844
763,1037862,1753,5.05E-05,0.1137395,-17,-15.98,2.211089134
764,1039936,2074,2.89E-05,0.1121618,-15,-15.92,2.272740126
765,1042173,2237,9.03E-05,0.1102952,-12,-15.84,2.276824474
766,1044165,1992,1.91E-05,0.1082819,-18,-15.9,2.231304169
767,1045957,1792,4.16E-05,0.1064891,-16,-15.88,2.240557909
768,1047624,1667,9.02E-05,0.1048763,-18,-15.88,2.205351353
769,1049834,2210,3.14E-05,0.103376,-13,-15.8,2.307225704
770,1051430,1596,4.21E-05,0.101387,-19,-15.88,2.215585947
771,1053387,1957,2.95E-05,0.0999506,-18,-15.88,2.175856352
772,1055417,2030,0.000431911,0.0999506,-16,-15.96,2.245129108
773,1057500,2083,1.11E-05,0.0999506,-14,-15.9,2.248150587
774,1059654,2154,8.51E-05,0.0999506,-14,-15.82,2.248175144
775,1061456,1802,5.05E-05,0.0999506,-17,-15.88,2.247398138
776,1063229,1773,2.39E-05,0.0999506,-16,-15.94,2.231147766
777,1065322,2093,2.00E-05,0.0999506,-17,-16,2.22525239
778,1067494,2172,5.33E-05,0.0999506,-13,-15.9,2.23904562
779,1069308,1814,5.24E-05,0.0999506,-17,-15.92,2.221641302
780,1071593,2285,0.000239314,0.0999506,-15,-15.9,2.246581078
781,1073510,1917,3.40E-05,0.0999506,-15,-15.88,2.234348297
782,1075705,2195,3.68E-05,0.0999506,-18,-15.94,2.22203517
783,1077660,1955,7.85E-05,0.0999506,-15,-15.96,2.22431922
784,1079848,2188,7.31E-05,0.0999506,-13,-15.88,2.253269672
785,1081796,1948,8.20E-05,0.0999506,-15,-15.94,2.244084835
786,1084216,2420,0.00019489,0.0999506,-15,-15.88,2.267690182
787,1086777,2561,5.51E-05,0.0999506,-14,-15.84,2.266578197
788,1089473,2696,3.01E-05,0.0999506,-10,-15.78,2.288574696
789,1092442,2969,0.000152254,0.0999506,-7,-15.6,2.276205301
790,1095037,2595,6.01E-05,0.0999506,-13,-15.46,2.227897406
791,1097893,2856,2.06E-05,0.0999506,-12,-15.4,2.239513636
792,1100268,2375,9.13E-05,0.0999506,-15,-15.4,2.220952272
793,1102236,1968,2.79E-05,0.0999506,-16,-15.4,2.216387272
794,1104531,2295,0.000216165,0.0999506,-12,-15.32,2.241067171
795,1106945,2414,0.000920051,0.0999506,-15,-15.42,2.228556871
796,1109171,2226,7.69E-05,0.0999506,-14,-15.4,2.221483469
797,1111233,2062,0.000113394,0.0999506,-16,-15.38,2.200742722
798,1113042,1809,5.27E-05,0.0999506,-16,-15.44,2.212287664
799,1114942,1900,7.02E-05,0.0999506,-19,-15.52,2.201049089
800,1117189,2247,1.50E-05,0.0999506,-18,-15.48,2.162115574
801,1119844,2655,3.43E-05,0.0999506,-11,-15.36,2.239103794
802,1122535,2691,4.86E-05,0.0999506,-8,-15.22,2.234756947
803,1125335,2800,2.61E-05,0.0999506,-8,-15.1,2.210142374
804,1127841,2506,4.90E-05,0.0999506,-14,-15.08,2.21497345
805,1129819,1978,9.90E-06,0.0999506,-15,-15,2.187996626
806,1131629,1664,0.000713728,0.0998686,-18,-14.98,2.207971096
807,1134141,2512,2.84E-05,0.098371,-12,-14.9,2.244831562
808,1136429,2288,3.32E-05,0.0961102,-14,-14.84,2.254263163
809,1138785,2356,6.45E-05,0.094051,-14,-14.78,2.257514715
810,1141249,2464,5.87E-05,0.0919306,-9,-14.62,2.271175623
811,1143596,2347,0.000215298,0.089713,-15,-14.62,2.215016842
812,1145522,1926,2.63E-05,0.0876007,-17,-14.56,2.193092585
813,1148292,2770,3.72E-05,0.0858673,-9,-14.4,2.248780251
814,1150917,2625,0.000111929,0.0833743,-9,-14.28,2.226860762
815,1152890,1973,3.79E-05,0.0810118,-13,-14.3,2.25013423
816,1154688,1798,5.96E-05,0.0792361,-19,-14.32,2.182743549
817,1156993,2305,7.61E-05,0.0776179,-10,-14.2,2.239147663
818,1158936,1943,7.60E-05,0.0755434,-14,-14.12,2.21558404
