episode,frame,step,loss,e,reward,rwd50avg,avgmaxQ
819,1161425,2489,1.72E-05,0.0737947,-16,-14.18,2.174763203
820,1163729,2304,0.000169295,0.0737947,-11,-14.02,2.24307704
821,1166099,2370,6.35E-05,0.0737947,-13,-13.92,2.197131395
822,1168437,2338,8.95E-05,0.0737947,-11,-13.82,2.235642672
823,1170590,2153,9.02E-05,0.0737947,-17,-13.88,2.183212757
824,1172859,2269,4.03E-05,0.0737947,-16,-13.92,2.211929798
825,1175343,2484,7.19E-05,0.0737947,-9,-13.76,2.272790909
826,1177720,2377,0.000112164,0.0737947,-15,-13.74,2.205714464
827,1179497,1777,1.73E-05,0.0737947,-19,-13.78,2.180275202
828,1181782,2285,0.000136389,0.0737947,-16,-13.84,2.231824875
829,1183833,2051,4.21E-05,0.0737947,-16,-13.82,2.217936516
830,1186442,2609,2.66E-05,0.0737947,-10,-13.72,2.252006769
831,1188206,1764,0.000124484,0.0737947,-19,-13.8,2.180753708
832,1190752,2546,3.14E-05,0.0737947,-14,-13.72,2.241795301
833,1193007,2255,0.000103916,0.0737947,-19,-13.8,2.220994949
834,1196176,3169,0.000164189,0.0737947,-8,-13.7,2.233989239
835,1198544,2368,8.86E-06,0.0737947,-12,-13.64,2.289949179
836,1200911,2367,2.63E-05,0.0737947,-11,-13.56,2.278146505
837,1203019,2108,3.35E-05,0.0737947,-15,-13.58,2.288352966
838,1205400,2381,2.61E-05,0.0737947,-13,-13.64,2.291859627
839,1207364,1964,7.40E-05,0.0737947,-18,-13.86,2.250751019
840,1209444,2080,0.000105387,0.0737947,-17,-13.94,2.243277311
841,1211606,2162,2.54E-05,0.0737947,-15,-14,2.246067047
842,1213752,2146,8.72E-05,0.0737947,-14,-13.98,2.299061537
843,1215975,2223,4.60E-05,0.0737947,-17,-14,2.267163754
844,1217937,1962,8.39E-05,0.0737947,-18,-14.12,2.227910519
845,1220539,2602,0.00029864,0.0737947,-12,-14.06,2.294224501
846,1222823,2284,1.12E-05,0.0737947,-16,-14.1,2.319879293
847,1225361,2538,2.83E-05,0.0737947,-16,-14.1,2.269628286
848,1227600,2239,8.06E-05,0.0737947,-15,-14.08,2.287109137
849,1229979,2379,0.000172809,0.0737947,-12,-13.94,2.314461708
850,1232523,2544,6.97E-05,0.0737947,-12,-13.82,2.349417925
851,1235038,2515,0.000101656,0.0737947,-15,-13.9,2.287278652
852,1237320,2282,6.80E-05,0.0737947,-17,-14.08,2.282753229
853,1239509,2189,0.000180452,0.0737947,-18,-14.28,2.278544903
854,1242005,2496,1.09E-05,0.0737947,-14,-14.28,2.369097948
855,1244797,2792,3.55E-05,0.0737947,-12,-14.22,2.372610331
856,1246940,2143,7.54E-05,0.0737947,-15,-14.16,2.388087034
857,1249415,2475,0.000114323,0.0737947,-13,-14.18,2.367825031
858,1252388,2973,5.94E-05,0.0737947,-8,-14.06,2.4003613
859,1255633,3245,7.20E-05,0.0737947,-8,-13.94,2.38662219
860,1258132,2499,3.25E-05,0.0737947,-12,-14,2.378678799
861,1260465,2333,3.11E-05,0.0737947,-16,-14.02,2.3348248
862,1263372,2907,1.51E-05,0.0737947,-16,-14,2.284998178
863,1266042,1854,0.00032251,0.0992656,-16,-14.14,2.390242815
864,1268727,2685,5.27E-05,0.097597,-10,-14.16,2.435633898
865,1270311,1584,3.50E-05,0.0951805,-16,-14.22,2.409563541
866,1272866,2555,1.77E-05,0.0937549,-9,-14.02,2.418258429
867,1275484,2618,2.15E-05,0.0914554,-12,-14.06,2.379444838
868,1277671,2187,7.30E-05,0.0890992,-14,-14.06,2.415534258
869,1280015,2344,0.002001934,0.0871309,-10,-13.94,2.424023151
870,1282042,2027,0.020767229,0.0850213,-12,-13.96,2.488020658
871,1284406,2364,0.000107878,0.083197,-12,-13.94,2.419617414
872,1287138,2732,7.52E-05,0.0810694,-10,-13.92,2.427885294
873,1289383,2245,0.00023194,0.0786106,-14,-13.86,2.42766428
874,1291648,2265,1.43E-05,0.0765901,-18,-13.9,2.369073391
875,1293959,2311,6.81E-05,0.0745516,-14,-14,2.422420502
876,1296342,2383,0.000205364,0.0745516,-14,-13.98,2.439460278
877,1298447,2105,0.000138828,0.0745516,-12,-13.84,2.478588343
878,1300799,2352,4.07E-05,0.0745516,-12,-13.76,2.40848732
879,1302786,1987,0.006213409,0.0745516,-16,-13.76,2.402792931
880,1304965,2179,5.21E-05,0.0745516,-13,-13.82,2.467510462
881,1307586,2621,4.60E-05,0.0745516,-12,-13.68,2.412539244
882,1310453,2867,1.65E-05,0.0745516,-8,-13.56,2.406250715
883,1312863,2410,3.30E-05,0.0745516,-15,-13.48,2.367305756
884,1314930,2067,3.62E-05,0.0745516,-15,-13.62,2.41871953
885,1317723,2793,6.98E-05,0.0745516,-8,-13.54,2.432651043
886,1319668,1945,0.00016646,0.0745516,-18,-13.68,2.406655073
887,1322617,2949,2.04E-05,0.0745516,-12,-13.62,2.388553381
888,1325083,2466,4.85E-05,0.0745516,-9,-13.54,2.418109417
889,1327239,2156,9.80E-05,0.0745516,-14,-13.46,2.393229961
890,1328790,1551,0.000102553,0.0745516,-18,-13.48,2.369925976
891,1331353,2563,0.000392186,0.0745516,-6,-13.3,2.459073305
892,1333284,1931,3.29E-05,0.0745516,-13,-13.28,2.412257671
893,1334938,1654,3.20E-05,0.0745516,-19,-13.32,2.340174198
894,1337314,2376,1.31E-05,0.0745516,-15,-13.26,2.346215963
895,1339496,2182,4.18E-05,0.0745516,-14,-13.3,2.298322916
896,1341687,2191,0.000122337,0.0745516,-16,-13.3,2.270956039
897,1344631,2944,0.000211302,0.0745516,-8,-13.14,2.271648169
898,1347031,2400,0.00011291,0.0745516,-14,-13.12,2.17645216
899,1349338,2307,2.16E-05,0.0745516,-14,-13.16,2.162519932
900,1351623,2285,2.43E-05,0.0745516,-14,-13.2,2.221331358
901,1353755,2132,0.000102838,0.0745516,-14,-13.18,2.198079586
902,1356547,2792,4.50E-05,0.0745516,-9,-13.02,2.210223198
903,1358491,1944,4.28E-05,0.0745516,-17,-13,2.167685032
904,1361246,2755,9.63E-05,0.0745516,-7,-12.86,2.26822257
905,1363945,2699,1.39E-05,0.0745516,-8,-12.78,2.239942789
906,1366539,2594,1.84E-05,0.0745516,-10,-12.68,2.24937892
907,1369193,2654,5.13E-05,0.0745516,-10,-12.62,2.296150923
908,1371083,1890,3.99E-05,0.0745516,-15,-12.76,2.2714293
909,1373958,2875,7.24E-05,0.0745516,-8,-12.76,2.293486357
910,1376258,2300,0.000203741,0.0745516,-13,-12.78,2.286119223
911,1378600,2342,7.40E-05,0.0745516,-10,-12.66,2.299411058
912,1381728,3128,1.12E-05,0.0745516,-3,-12.4,2.29208374
913,1383617,1889,9.51E-05,0.0745516,-16,-12.4,2.279027939
914,1386628,3011,0.000320805,0.0745516,-3,-12.26,2.303213835
915,1389610,2982,1.41E-05,0.0745516,-7,-12.08,2.325207472
916,1391858,2248,6.27E-05,0.0745516,-14,-12.18,2.265815735
917,1394644,2786,0.000148606,0.0745516,-7,-12.08,2.301589489
918,1397160,2396,5.54E-05,0.099892,-12,-12.04,2.302400589
919,1399290,2130,7.34E-06,0.0977356,-12,-12.08,2.332404375
920,1401849,2559,2.85E-05,0.0958186,-10,-12.04,2.319256067
921,1403931,2082,1.95E-05,0.0935155,-17,-12.14,2.257549286
922,1405544,1613,0.000102256,0.0916417,-16,-12.26,2.242132902
923,1407153,1609,0.000102945,0.09019,-17,-12.32,2.101477861
924,1409568,2415,4.13E-05,0.0887419,-11,-12.18,2.16422224
925,1412004,2436,0.00020573,0.0865684,-7,-12.04,2.240545034
926,1414258,2254,5.28E-05,0.084376,-12,-12,2.149749756
927,1416127,1869,7.82E-05,0.0823474,-14,-12.04,2.173977852
928,1418364,2237,4.51E-05,0.0806653,-11,-12.02,2.194402695
929,1419993,1629,6.66E-05,0.078652,-18,-12.06,2.145562887
930,1421971,1978,3.56E-05,0.0771859,-13,-12.06,2.190856218
931,1424170,2199,7.85E-05,0.0754057,-12,-12.06,2.207417727
932,1426250,2080,0.000163742,0.0734266,-16,-12.22,2.203621864
933,1428783,2533,3.61E-05,0.0734266,-12,-12.16,2.153146744
934,1431280,2497,6.14E-05,0.0734266,-14,-12.14,2.182808399
935,1433128,1848,8.12E-06,0.0734266,-18,-12.34,2.131462812
936,1435481,2353,0.000114259,0.0734266,-14,-12.26,2.169839859
937,1437535,2054,0.000313951,0.0734266,-17,-12.36,2.153803825
938,1439327,1792,5.25E-05,0.0734266,-18,-12.54,2.172944546
939,1441242,1915,8.66E-05,0.0734266,-18,-12.62,2.141763449
940,1443347,2105,0.000218589,0.0734266,-15,-12.56,2.193636417
941,1445284,1937,6.96E-05,0.0734266,-16,-12.76,2.183033943
942,1447159,1875,7.87E-05,0.0734266,-17,-12.84,2.133580208
943,1449284,2125,3.03E-05,0.0734266,-14,-12.74,2.186505318
944,1451350,2066,6.71E-05,0.0734266,-18,-12.8,2.16372633
945,1453267,1917,0.000150178,0.0734266,-17,-12.86,2.130987644
946,1455405,2138,0.000461492,0.0734266,-14,-12.82,2.128684282
947,1457908,2503,0.000397844,0.0734266,-13,-12.92,2.091046095
948,1460250,2342,1.78E-05,0.0734266,-15,-12.94,2.043889046
949,1462500,2250,4.59E-05,0.0734266,-16,-12.98,2.027971745
950,1464628,2128,0.000119481,0.0734266,-16,-13.02,2.058890104
951,1468121,3493,3.93E-05,0.0734266,-6,-12.86,2.073444128
952,1470844,2723,4.69E-05,0.0734266,-14,-12.96,2.036952734
953,1473215,2371,0.000261484,0.0734266,-12,-12.86,2.093197346
954,1475881,2666,1.77E-05,0.0734266,-11,-12.94,2.090794563
955,1478306,2425,2.66E-05,0.0734266,-14,-13.06,2.050168514
956,1481072,2766,3.69E-05,0.0734266,-8,-13.02,2.148450136
957,1483521,2449,3.25E-05,0.0734266,-13,-13.08,2.07628274
958,1485687,2166,4.26E-05,0.0734266,-14,-13.06,2.063252449
959,1488201,2514,3.21E-05,0.0734266,-14,-13.18,2.0595119
960,1490732,2531,0.00011603,0.0734266,-14,-13.2,2.07652688
961,1493049,2317,0.000106063,0.0734266,-16,-13.32,1.995355725
962,1494845,1796,0.000111625,0.0734266,-18,-13.62,2.011686325
963,1496583,1738,9.31E-05,0.0734266,-19,-13.68,2.023885489
964,1498930,2347,8.94E-05,0.0734266,-14,-13.9,2.121958017
965,1502383,3453,6.39E-05,0.0734266,3,-13.7,2.152793169
