0.000000000000000000e+00,8.270000000000000000e+02,8.260000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00,-2.100000000000000000e+01,-2.100000000000000000e+01,3.902930617332458496e-01
1.000000000000000000e+00,1.717000000000000000e+03,8.900000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00,-2.100000000000000000e+01,-2.100000000000000000e+01,4.131499230861663818e-01
2.000000000000000000e+00,2.598000000000000000e+03,8.810000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00,-2.100000000000000000e+01,-2.100000000000000000e+01,3.913612961769104004e-01
3.000000000000000000e+00,3.580000000000000000e+03,9.820000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00,-2.000000000000000000e+01,-2.075000000000000000e+01,4.030662178993225098e-01
4.000000000000000000e+00,4.480000000000000000e+03,9.000000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00,-2.000000000000000000e+01,-2.060000000000000142e+01,4.133365750312805176e-01
5.000000000000000000e+00,5.365000000000000000e+03,8.850000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00,-2.000000000000000000e+01,-2.050000000000000000e+01,2.964331209659576416e-01
6.000000000000000000e+00,6.189000000000000000e+03,8.240000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00,-2.100000000000000000e+01,-2.057142857142857295e+01,4.185631871223449707e-01
7.000000000000000000e+00,7.041000000000000000e+03,8.520000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00,-2.100000000000000000e+01,-2.062500000000000000e+01,3.852712512016296387e-01
8.000000000000000000e+00,7.978000000000000000e+03,9.370000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00,-1.900000000000000000e+01,-2.044444444444444287e+01,3.918953835964202881e-01
9.000000000000000000e+00,8.887000000000000000e+03,9.090000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00,-2.100000000000000000e+01,-2.050000000000000000e+01,3.758457005023956299e-01
1.000000000000000000e+01,9.840000000000000000e+03,9.530000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00,-2.100000000000000000e+01,-2.054545454545454675e+01,4.094268679618835449e-01
1.100000000000000000e+01,1.060400000000000000e+04,7.640000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00,-2.100000000000000000e+01,-2.058333333333333215e+01,3.840750753879547119e-01
1.200000000000000000e+01,1.151600000000000000e+04,9.120000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00,-2.100000000000000000e+01,-2.061538461538461675e+01,3.795963227748870850e-01
1.300000000000000000e+01,1.250000000000000000e+04,9.840000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00,-1.900000000000000000e+01,-2.050000000000000000e+01,3.923825621604919434e-01
1.400000000000000000e+01,1.355200000000000000e+04,1.052000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00,-2.000000000000000000e+01,-2.046666666666666501e+01,3.861069381237030029e-01
