1.510000000000000000e+02,1.554510000000000000e+05,1.088000000000000000e+03,5.379821686801733449e-06,7.360732999999999304e-01,-2.000000000000000000e+01,-1.967999999999999972e+01,4.546934068202972412e-01
1.520000000000000000e+02,1.565300000000000000e+05,1.079000000000000000e+03,5.981540653010597453e-06,7.350940999999999725e-01,-2.100000000000000000e+01,-1.967999999999999972e+01,3.949901759624481201e-01
1.530000000000000000e+02,1.576200000000000000e+05,1.090000000000000000e+03,1.234511364600621164e-05,7.341229999999999700e-01,-1.900000000000000000e+01,-1.964000000000000057e+01,4.233018159866333008e-01
1.540000000000000000e+02,1.588030000000000000e+05,1.183000000000000000e+03,8.330280252266675234e-06,7.331419999999999604e-01,-1.900000000000000000e+01,-1.966000000000000014e+01,4.464516937732696533e-01
1.550000000000000000e+02,1.598810000000000000e+05,1.078000000000000000e+03,2.167102684325072914e-05,7.320772999999999309e-01,-2.100000000000000000e+01,-1.969999999999999929e+01,4.314407408237457275e-01
1.560000000000000000e+02,1.611430000000000000e+05,1.262000000000000000e+03,8.011965292098466307e-06,7.311071000000000097e-01,-1.900000000000000000e+01,-1.971999999999999886e+01,4.459241032600402832e-01
1.570000000000000000e+02,1.621810000000000000e+05,1.038000000000000000e+03,9.679284266894683242e-05,7.299712999999999896e-01,-2.100000000000000000e+01,-1.978000000000000114e+01,4.138843715190887451e-01
1.580000000000000000e+02,1.631180000000000000e+05,9.370000000000000000e+02,2.468742604833096266e-04,7.290370999999999935e-01,-2.100000000000000000e+01,-1.980000000000000071e+01,3.015003502368927002e-01
1.590000000000000000e+02,1.642760000000000000e+05,1.158000000000000000e+03,7.435045063175493851e-06,7.281938000000000022e-01,-1.800000000000000000e+01,-1.976000000000000156e+01,4.149717092514038086e-01
1.600000000000000000e+02,1.655390000000000000e+05,1.263000000000000000e+03,1.908830199681688100e-06,7.271516000000000091e-01,-1.900000000000000000e+01,-1.971999999999999886e+01,4.609277248382568359e-01
