8.100000000000000000e+01,8.420000000000000000e+04,1.720000000000000000e+03,2.230681457149330527e-05,6.761800999999999506e-01,-1.500000000000000000e+01,-1.966000000000000014e+01,8.184509873390197754e-01
8.200000000000000000e+01,8.562400000000000000e+04,1.424000000000000000e+03,1.084189789253287017e-04,6.746320999999999568e-01,-1.700000000000000000e+01,-1.957999999999999829e+01,7.747626304626464844e-01
8.300000000000000000e+01,8.678700000000000000e+04,1.163000000000000000e+03,2.235539723187685013e-04,6.733504999999999630e-01,-2.000000000000000000e+01,-1.960000000000000142e+01,7.201949954032897949e-01
8.400000000000000000e+01,8.814900000000000000e+04,1.362000000000000000e+03,7.253634521475760266e-06,6.723038000000000070e-01,-1.900000000000000000e+01,-1.955999999999999872e+01,7.457401752471923828e-01
8.500000000000000000e+01,8.948800000000000000e+04,1.339000000000000000e+03,1.540180965093895793e-04,6.710779999999999523e-01,-2.000000000000000000e+01,-1.957999999999999829e+01,7.324657440185546875e-01
8.600000000000000000e+01,9.092100000000000000e+04,1.433000000000000000e+03,1.610504550626501441e-04,6.698728999999999933e-01,-1.800000000000000000e+01,-1.951999999999999957e+01,8.071779608726501465e-01
8.700000000000000000e+01,9.229000000000000000e+04,1.369000000000000000e+03,3.584183650673367083e-05,6.685832000000000441e-01,-1.700000000000000000e+01,-1.948000000000000043e+01,7.832685112953186035e-01
8.800000000000000000e+01,9.379500000000000000e+04,1.505000000000000000e+03,5.728736869059503078e-05,6.673510999999999749e-01,-1.900000000000000000e+01,-1.946000000000000085e+01,7.747461795806884766e-01
8.900000000000000000e+01,9.517500000000000000e+04,1.380000000000000000e+03,1.736796366458293051e-05,6.659965999999999386e-01,-1.900000000000000000e+01,-1.946000000000000085e+01,7.909882068634033203e-01
9.000000000000000000e+01,9.668700000000000000e+04,1.512000000000000000e+03,8.483311830786988139e-05,6.647545999999999733e-01,-1.800000000000000000e+01,-1.939999999999999858e+01,7.918264269828796387e-01
